Lrhomboides-Gene-Name,Percent-Identity,E-value,Bit-Score,Query-Coverage-Percent,Match-Ensembl-ID,Gene-Name,Gene-Description
Lrhomboides00000274,91.667,0,694,100,ENSSAUG00010005157,mtfmt,mitochondrial methionyl-tRNA formyltransferase [Source:ZFIN;Acc:ZDB-GENE-060929-120]
Lrhomboides00000275,100,0,1005,100,ENSSAUG00010005164,celf1,CUGBP Elav-like family member 1 [Source:NCBI gene;Acc:115579931]
Lrhomboides00000276,99.636,0,566,100,ENSSAUG00010005236,tollip,toll interacting protein [Source:NCBI gene;Acc:115579964]
Lrhomboides00000277,81.122,0,906,73,ENSSAUG00010005367,,
Lrhomboides00000278,83.417,0,2159,77,ENSSAUG00010005378,,
Lrhomboides00000279,94.215,4.37E-79,229,100,ENSSAUG00010005386,,
Lrhomboides00000280,78.285,0,815,100,ENSSAUG00010005390,,mucin 5f [Source:ZFIN;Acc:ZDB-GENE-110411-240]
Lrhomboides00000282,86.038,0,1349,99,ENSSAUG00010005406,,
Lrhomboides00000283,89.773,1.41E-162,488,89,ENSSAUG00010005406,,
Lrhomboides00000284,96.928,0,568,100,ENSSAUG00010005421,snrpa1,small nuclear ribonucleoprotein polypeptide A' [Source:ZFIN;Acc:ZDB-GENE-041114-82]
Lrhomboides00000285,95.179,0,1609,87,ENSSAUG00010005432,chsy1,chondroitin sulfate synthase 1 [Source:NCBI gene;Acc:115580082]
Lrhomboides00000286,86.561,0,3464,100,ENSSAUG00010005453,lrrk1,leucine rich repeat kinase 1 [Source:NCBI gene;Acc:115580490]
Lrhomboides00000287,91.018,0,929,98,ENSSAUG00010006672,aldh1a3,aldehyde dehydrogenase 1 family; member A3 [Source:ZFIN;Acc:ZDB-GENE-061128-2]
Lrhomboides00000288,99.698,0,687,100,ENSSAUG00010009172,asb7,ankyrin repeat and SOCS box containing 7 [Source:NCBI gene;Acc:115580532]
Lrhomboides00000289,77.031,0,982,98,ENSSAUG00010009176,lins1,lines homolog 1 [Source:ZFIN;Acc:ZDB-GENE-101019-1]
Lrhomboides00000290,96.38,9.38E-146,406,100,ENSSAUG00010009179,arl14ep,ADP ribosylation factor like GTPase 14 effector protein [Source:NCBI gene;Acc:115579630]
Lrhomboides00000291,99.569,0,961,100,ENSSAUG00010009187,nr1h3,nuclear receptor subfamily 1 group H member 3 [Source:NCBI gene;Acc:115580365]
Lrhomboides00000292,92.435,0,3125,100,ENSSAUG00010009467,madd,MAP kinase activating death domain [Source:NCBI gene;Acc:115580195]
Lrhomboides00000293,96.057,0,566,77,ENSSAUG00010023848,bbox1,gamma-butyrobetaine hydroxylase 1 [Source:NCBI gene;Acc:115580197]
Lrhomboides00000296,94.737,1.59E-46,155,83,ENSSAUG00010023850,,mucin 15; cell surface associated [Source:NCBI gene;Acc:115579721]
Lrhomboides00000297,98.795,0,662,53,ENSSAUG00010023851,luzp2,leucine zipper protein 2 [Source:NCBI gene;Acc:115580261]
Lrhomboides00000298,84.979,0,773,87,ENSSAUG00010023854,kcnq1.1,potassium voltage-gated channel; KQT-like subfamily; member 1.1 [Source:ZFIN;Acc:ZDB-GENE-061214-5]
Lrhomboides00000299,88.889,6.85E-87,255,81,ENSSAUG00010023855,,
Lrhomboides00000300,92.723,0,2315,99,ENSSAUG00010023856,trpm5,transient receptor potential cation channel subfamily M member 5 [Source:NCBI gene;Acc:115579886]
Lrhomboides00000301,95.034,0,1148,100,ENSSAUG00010023857,traf6,TNF receptor-associated factor 6 [Source:NCBI gene;Acc:554561]
Lrhomboides00000302,94.693,0,2357,100,ENSSAUG00010023858,ttc17,tetratricopeptide repeat domain 17 [Source:NCBI gene;Acc:115580226]
Lrhomboides00000303,98.433,0,640,100,ENSSAUG00010023900,hsd17b12b,very-long-chain 3-oxoacyl-CoA reductase-B-like [Source:NCBI gene;Acc:115580500]
Lrhomboides00000306,79.06,4.32E-129,370,59,ENSSAUG00010023905,apip,APAF1 interacting protein [Source:NCBI gene;Acc:115580897]
Lrhomboides00000307,96.19,0,1031,98,ENSSAUG00010023921,slc1a2a,excitatory amino acid transporter 2-like [Source:NCBI gene;Acc:115580745]
Lrhomboides00000308,92.72,0,1510,90,ENSSAUG00010023923,PAMR1,inactive serine protease PAMR1-like [Source:NCBI gene;Acc:115579938]
Lrhomboides00000309,92.918,0,679,100,ENSSAUG00010023924,slc35c1,solute carrier family 35 member C1 [Source:NCBI gene;Acc:115580823]
Lrhomboides00000310,98.266,9.45E-123,351,59,ENSSAUG00010023927,,guanylyl cyclase-activating protein 2-like [Source:NCBI gene;Acc:115580674]
Lrhomboides00000313,92.192,0,1371,96,ENSSAUG00010023930,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1 [Source:NCBI gene;Acc:115580244]
Lrhomboides00000314,91.606,0,536,87,ENSSAUG00010004148,,
Lrhomboides00000315,92.711,0,3284,93,ENSSAUG00010004401,lrp4,LDL receptor related protein 4 [Source:NCBI gene;Acc:115580279]
Lrhomboides00000316,92.09,0,1337,100,ENSSAUG00010010809,,piggyBac transposable element-derived protein 3-like [Source:NCBI gene;Acc:115580440]
Lrhomboides00000317,97.484,9.00E-108,325,97,ENSSAUG00010010819,slc6a5,solute carrier family 6 member 5 [Source:NCBI gene;Acc:115580807]
Lrhomboides00000318,94.805,1.11E-44,152,72,ENSSAUG00010011691,prmt3,protein arginine methyltransferase 3 [Source:ZFIN;Acc:ZDB-GENE-041105-1]
Lrhomboides00000319,85.921,2.92E-168,475,100,ENSSAUG00010011691,prmt3,protein arginine methyltransferase 3 [Source:ZFIN;Acc:ZDB-GENE-041105-1]
Lrhomboides00000321,96.218,8.57E-169,476,55,ENSSAUG00010011716,htatip2,oxidoreductase HTATIP2-like [Source:NCBI gene;Acc:115580795]
Lrhomboides00000322,96.552,0,624,100,ENSSAUG00010011720,dbx1a,developing brain homeobox 1 [Source:NCBI gene;Acc:115579989]
Lrhomboides00000323,98.229,0,2945,97,ENSSAUG00010011732,nav2a,neuron navigator 2 [Source:NCBI gene;Acc:115579986]
Lrhomboides00000324,89.212,0,1272,96,ENSSAUG00010011732,nav2a,neuron navigator 2 [Source:NCBI gene;Acc:115579986]
Lrhomboides00000325,91.619,0,1550,100,ENSSAUG00010011743,e2f8,E2F transcription factor 8 [Source:NCBI gene;Acc:115579988]
Lrhomboides00000326,85.425,8.89E-143,400,100,ENSSAUG00010011751,csrp3,cysteine and glycine rich protein 3 [Source:NCBI gene;Acc:115580686]
Lrhomboides00000327,95.538,0,1287,100,ENSSAUG00010011756,zdhhc13,zinc finger DHHC-type containing 13 [Source:NCBI gene;Acc:115580685]
Lrhomboides00000328,100,5.30E-82,244,79,ENSSAUG00010011765,mpped2a,metallophosphoesterase domain containing 2 [Source:NCBI gene;Acc:115580346]
Lrhomboides00000330,89.069,0,1168,100,ENSSAUG00010011783,,receptor for retinol uptake stra6-like [Source:NCBI gene;Acc:115580567]
Lrhomboides00000331,90.519,0,803,99,ENSSAUG00010011796,NR2E3,photoreceptor-specific nuclear receptor-like [Source:NCBI gene;Acc:115579947]
Lrhomboides00000332,96.487,0,834,100,ENSSAUG00010011801,slc22a18,solute carrier family 22 member 18 [Source:NCBI gene;Acc:115579726]
Lrhomboides00000333,98.338,0,734,100,ENSSAUG00010011805,HACD3,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase-like [Source:NCBI gene;Acc:115580870]
Lrhomboides00000334,91.218,0,835,60,ENSSAUG00010011812,SLC24A1,sodium/potassium/calcium exchanger 1-like [Source:NCBI gene;Acc:115579645]
Lrhomboides00000335,97.725,0,4066,100,ENSSAUG00010011836,DENND4A,C-myc promoter-binding protein-like [Source:NCBI gene;Acc:115580140]
Lrhomboides00000336,93.082,0,612,94,ENSSAUG00010012034,GFUS,GDP-L-fucose synthase [Source:HGNC Symbol;Acc:HGNC:12390]
Lrhomboides00000337,94.009,0,2012,100,ENSSAUG00010012535,wdhd1,WD repeat and HMG-box DNA binding protein 1 [Source:NCBI gene;Acc:115580786]
Lrhomboides00000338,100,3.92E-151,421,100,ENSSAUG00010012542,gch1,GTP cyclohydrolase 1 [Source:NCBI gene;Acc:115580837]
Lrhomboides00000339,94.815,0,1268,99,ENSSAUG00010012545,samd4a,sterile alpha motif domain containing 4A [Source:NCBI gene;Acc:115580262]
Lrhomboides00000340,75.431,0,656,100,ENSSAUG00010012573,ero1a,endoplasmic reticulum oxidoreductase 1 alpha [Source:NCBI gene;Acc:115579724]
Lrhomboides00000342,97.837,0,2320,100,ENSSAUG00010012845,glg1b,Golgi apparatus protein 1-like [Source:NCBI gene;Acc:115580273]
Lrhomboides00000343,91.765,2.68E-92,267,95,ENSSAUG00010012899,TNNI2,troponin I; fast skeletal muscle-like [Source:NCBI gene;Acc:115580275]
Lrhomboides00000344,98.837,0,518,100,ENSSAUG00010012901,aph1b,aph-1 homolog A; gamma-secretase subunit [Source:NCBI gene;Acc:115580849]
Lrhomboides00000348,96.441,0,555,100,ENSSAUG00010012905,,myoblast determination protein 1 homolog [Source:NCBI gene;Acc:115579939]
Lrhomboides00000351,91.617,0,819,100,ENSSAUG00010012908,,lymphocyte-specific protein 1-like [Source:NCBI gene;Acc:115580656]
Lrhomboides00000352,81.084,0,1289,100,ENSSAUG00010012915,,fibulin-2-like [Source:NCBI gene;Acc:115580550]
Lrhomboides00000353,92.319,0,1216,86,ENSSAUG00010012918,ppef1,serine/threonine-protein phosphatase with EF-hands 1-like [Source:NCBI gene;Acc:115580551]
Lrhomboides00000354,90,3.33E-152,422,99,ENSSAUG00010012925,,retinoschisin-like [Source:NCBI gene;Acc:115580061]
Lrhomboides00000355,96.889,0,2147,100,ENSSAUG00010012926,cdkl5,cyclin-dependent kinase-like 5 [Source:NCBI gene;Acc:115580060]
Lrhomboides00000356,90.496,3.63E-160,461,91,ENSSAUG00010012942,scml2,polycomb protein SCMH1-like [Source:NCBI gene;Acc:115580722]
Lrhomboides00000357,94.66,0,794,100,ENSSAUG00010012942,scml2,polycomb protein SCMH1-like [Source:NCBI gene;Acc:115580722]
Lrhomboides00000358,98.765,0,3072,100,ENSSAUG00010012957,nhsb,Nance-Horan syndrome protein-like [Source:NCBI gene;Acc:115580451]
Lrhomboides00000359,88.985,0,1503,100,ENSSAUG00010013032,ace2,angiotensin I converting enzyme 2 [Source:ZFIN;Acc:ZDB-GENE-041114-6]
Lrhomboides00000360,90,0,677,84,ENSSAUG00010017573,,uncharacterized LOC115580750 [Source:NCBI gene;Acc:115580750]
Lrhomboides00000361,88.793,0,1029,100,ENSSAUG00010017574,zgc:113276,uncharacterized LOC115579990 [Source:NCBI gene;Acc:115579990]
Lrhomboides00000362,97.586,0,586,100,ENSSAUG00010017576,pir,pirin [Source:ZFIN;Acc:ZDB-GENE-040718-288]
Lrhomboides00000363,97.428,0,623,100,ENSSAUG00010017600,vegfd,vascular endothelial growth factor D [Source:NCBI gene;Acc:115580835]
Lrhomboides00000364,96.919,0,697,85,ENSSAUG00010017603,grpr,gastrin-releasing peptide receptor-like [Source:NCBI gene;Acc:115579832]
Lrhomboides00000366,95.984,0,1454,100,ENSSAUG00010017606,,immunoglobulin-like domain-containing receptor 2 [Source:NCBI gene;Acc:115580783]
Lrhomboides00000367,92.735,0,701,97,ENSSAUG00010017608,ildr1a,immunoglobulin-like domain-containing receptor 1 [Source:NCBI gene;Acc:115579747]
Lrhomboides00000368,99.189,0,998,100,ENSSAUG00010017609,tmem39a,transmembrane protein 39A [Source:NCBI gene;Acc:115579824]
Lrhomboides00000369,86.342,0,1075,100,ENSSAUG00010017613,,coiled-coil domain containing 81 [Source:NCBI gene;Acc:115579820]
Lrhomboides00000370,85.659,0,832,52,ENSSAUG00010017626,,interleukin-18 receptor 1-like [Source:NCBI gene;Acc:115579821]
Lrhomboides00000371,84.87,0,990,99,ENSSAUG00010017633,,interleukin-18 receptor accessory protein-like [Source:NCBI gene;Acc:115579777]
Lrhomboides00000372,99.415,3.20E-123,347,78,ENSSAUG00010017635,pcnp,PEST proteolytic signal containing nuclear protein [Source:NCBI gene;Acc:115580179]
Lrhomboides00000373,98.966,0,605,92,ENSSAUG00010017636,stk16,serine/threonine kinase 16 [Source:ZFIN;Acc:ZDB-GENE-050417-102]
Lrhomboides00000374,89.426,0,563,100,ENSSAUG00010017638,mnx2b,motor neuron and pancreas homeobox protein 1-like [Source:NCBI gene;Acc:115579999]
Lrhomboides00000375,99.323,0,1211,100,ENSSAUG00010017644,atic,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:NCBI gene;Acc:115580759]
Lrhomboides00000376,90.842,0,4501,99,ENSSAUG00010018205,fn1b,fibronectin 1b [Source:ZFIN;Acc:ZDB-GENE-030131-6545]
Lrhomboides00000377,100,0,644,100,ENSSAUG00010021992,psmd14,proteasome 26S subunit; non-ATPase 14 [Source:NCBI gene;Acc:115579692]
Lrhomboides00000378,99.405,0,683,83,ENSSAUG00010021997,rbms1a,RNA-binding motif; single-stranded-interacting protein 1-like [Source:NCBI gene;Acc:115580449]
Lrhomboides00000379,90.225,0,1388,97,ENSSAUG00010022014,itgb6,integrin; beta 6 [Source:ZFIN;Acc:ZDB-GENE-100812-2]
Lrhomboides00000380,87.422,0,2585,97,ENSSAUG00010022218,pla2r1,phospholipase A2 receptor 1 [Source:ZFIN;Acc:ZDB-GENE-120323-1]
Lrhomboides00000381,88.336,0,1149,95,ENSSAUG00010022226,ly75,lymphocyte antigen 75 [Source:ZFIN;Acc:ZDB-GENE-050309-166]
Lrhomboides00000382,89.152,0,1160,100,ENSSAUG00010022273,7-Mar,membrane associated ring-CH-type finger 7 [Source:NCBI gene;Acc:115580408]
Lrhomboides00000383,95.884,0,4662,100,ENSSAUG00010022275,baz2ba,bromodomain adjacent to zinc finger domain 2B [Source:NCBI gene;Acc:115579742]
Lrhomboides00000384,91.564,0,868,100,ENSSAUG00010022326,wdsub1,WD repeat; sterile alpha motif and U-box domain containing 1 [Source:NCBI gene;Acc:115580072]
Lrhomboides00000385,87.059,0,3124,100,ENSSAUG00010022340,tanc1a,protein TANC1-like [Source:NCBI gene;Acc:115580070]
Lrhomboides00000386,97.778,0,546,100,ENSSAUG00010022601,GTF2F2,general transcription factor IIF subunit 2 [Source:NCBI gene;Acc:115580478]
Lrhomboides00000387,94.024,1.32E-162,456,72,ENSSAUG00010022612,gpalpp1,GPALPP motifs containing 1 [Source:ZFIN;Acc:ZDB-GENE-040801-212]
Lrhomboides00000388,98.331,0,1590,100,ENSSAUG00010022614,ercc3,excision repair cross-complementation group 3 [Source:NCBI gene;Acc:324323]
Lrhomboides00000389,92.251,0,1050,90,ENSSAUG00010022617,cyp27c1,cytochrome P450; family 27; subfamily C; polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-080204-68]
Lrhomboides00000390,92.836,0,1913,100,ENSSAUG00010022628,rbm26,RNA binding motif protein 26 [Source:ZFIN;Acc:ZDB-GENE-050706-50]
Lrhomboides00000391,91.871,0,1153,100,ENSSAUG00010022639,,ORC ubiquitin ligase 1 [Source:NCBI gene;Acc:115580826]
Lrhomboides00000392,99.457,0,749,100,ENSSAUG00010022641,pou4f1,POU class 4 homeobox 1 [Source:NCBI gene;Acc:115579727]
Lrhomboides00000394,96.68,0,1497,73,ENSSAUG00010022647,tdrd3,tudor domain containing 3 [Source:NCBI gene;Acc:115580760]
Lrhomboides00000395,100,1.46E-90,284,100,ENSSAUG00010022660,diaph3,diaphanous-related formin 3 [Source:ZFIN;Acc:ZDB-GENE-040801-144]
Lrhomboides00000396,79.468,0,813,100,ENSSAUG00010022660,diaph3,diaphanous-related formin 3 [Source:ZFIN;Acc:ZDB-GENE-040801-144]
Lrhomboides00000397,96,0,537,76,ENSSAUG00010022660,diaph3,diaphanous-related formin 3 [Source:ZFIN;Acc:ZDB-GENE-040801-144]
Lrhomboides00000400,93.638,0,1372,95,ENSSAUG00010022672,nkpd1,NTPase KAP family P-loop domain containing 1 [Source:NCBI gene;Acc:115580593]
Lrhomboides00000401,100,0,689,100,ENSSAUG00010022684,lims1,LIM and senescent cell antigen-like-containing domain protein 1 [Source:NCBI gene;Acc:115580596]
Lrhomboides00000402,93.228,0,838,100,ENSSAUG00010000178,,
Lrhomboides00000403,97.936,0,1764,100,ENSSAUG00010000221,tgfbrap1,transforming growth factor beta receptor associated protein 1 [Source:NCBI gene;Acc:115580330]
Lrhomboides00000404,98.88,0,1278,100,ENSSAUG00010000323,cul4a,cullin 4A [Source:ZFIN;Acc:ZDB-GENE-040426-1357]
Lrhomboides00000405,95.476,0,806,100,ENSSAUG00010000472,LAMP1,lysosomal associated membrane protein 1 [Source:NCBI gene;Acc:115580332]
Lrhomboides00000406,95.455,0,702,100,ENSSAUG00010000477,GRTP1,growth hormone regulated TBC protein 1 [Source:NCBI gene;Acc:115580333]
Lrhomboides00000407,87.151,0,624,64,ENSSAUG00010000483,adprhl1,ADP-ribosylhydrolase like 1 [Source:NCBI gene;Acc:115580335]
Lrhomboides00000408,99.59,0,507,100,ENSSAUG00010000498,dcun1d2b,defective in cullin neddylation 1 domain containing 2 [Source:NCBI gene;Acc:115580253]
Lrhomboides00000409,89.318,0,1187,93,ENSSAUG00010000530,tmco3,transmembrane and coiled-coil domains 3 [Source:NCBI gene;Acc:115580251]
Lrhomboides00000410,78.007,3.61E-166,461,100,ENSSAUG00010000556,ATP4B,ATPase H+/K+ transporting subunit beta [Source:NCBI gene;Acc:115580252]
Lrhomboides00000411,97.691,0,1144,100,ENSSAUG00010000561,grk1a,G protein-coupled receptor kinase 1 [Source:NCBI gene;Acc:115579930]
Lrhomboides00000412,96.484,6.67E-179,499,92,ENSSAUG00010000568,,transmembrane protein 255B [Source:NCBI gene;Acc:115579855]
Lrhomboides00000414,97.997,0,1327,100,ENSSAUG00010000592,gas6,growth arrest specific 6 [Source:NCBI gene;Acc:115580495]
Lrhomboides00000415,93.962,0,1333,100,ENSSAUG00010000723,pros1,protein S [Source:NCBI gene;Acc:115580705]
Lrhomboides00000416,99.376,0,1668,100,ENSSAUG00010000781,rasa3,RAS p21 protein activator 3 [Source:NCBI gene;Acc:115580382]
Lrhomboides00000417,97.418,0,2602,100,ENSSAUG00010000874,tpp2,tripeptidyl peptidase 2 [Source:ZFIN;Acc:ZDB-GENE-121214-290]
Lrhomboides00000419,82.003,0,950,100,ENSSAUG00010000895,,uncharacterized LOC115580172 [Source:NCBI gene;Acc:115580172]
Lrhomboides00000420,95.885,2.78E-177,488,100,ENSSAUG00010000897,zgc:92518,protein-lysine methyltransferase METTL21E-like [Source:NCBI gene;Acc:115579870]
Lrhomboides00000421,88.18,0,1699,99,ENSSAUG00010000899,ercc5,ERCC excision repair 5; endonuclease [Source:NCBI gene;Acc:115579651]
Lrhomboides00000422,97.172,0,778,100,ENSSAUG00010000903,blzf1,basic leucine zipper nuclear factor 1 [Source:NCBI gene;Acc:115580133]
Lrhomboides00000423,100,2.21E-108,306,100,ENSSAUG00010000908,txnl4b,thioredoxin like 4B [Source:NCBI gene;Acc:115580137]
Lrhomboides00000424,94.531,1.12E-174,492,52,ENSSAUG00010000912,,centromere protein Q [Source:NCBI gene;Acc:115580135]
Lrhomboides00000425,89.13,0,650,100,ENSSAUG00010000916,,C5a anaphylatoxin chemotactic receptor 1-like [Source:NCBI gene;Acc:115580134]
Lrhomboides00000426,95.413,0,645,100,ENSSAUG00010000919,EFNB2,ephrin-B2a-like [Source:NCBI gene;Acc:115579976]
Lrhomboides00000427,98.718,0,638,100,ENSSAUG00010000922,gpc5a,glypican 5 [Source:NCBI gene;Acc:115580867]
Lrhomboides00000428,85.629,0,1379,66,ENSSAUG00010000966,,
Lrhomboides00000429,96.98,0,1185,99,ENSSAUG00010000981,slc5a7a,high-affinity choline transporter 1-like [Source:NCBI gene;Acc:115579791]
Lrhomboides00000430,100,6.48E-132,368,100,ENSSAUG00010000983,arl6,ADP-ribosylation factor-like protein 6 [Source:NCBI gene;Acc:115580095]
Lrhomboides00000431,96.37,0,1093,100,ENSSAUG00010000991,epha6,ephrin type-A receptor 6-like [Source:NCBI gene;Acc:115580093]
Lrhomboides00000432,86.716,1.38E-164,481,100,ENSSAUG00010000991,epha6,ephrin type-A receptor 6-like [Source:NCBI gene;Acc:115580093]
Lrhomboides00000433,88.184,0,810,99,ENSSAUG00010001002,nsun3,NOP2/Sun RNA methyltransferase 3 [Source:NCBI gene;Acc:115579829]
Lrhomboides00000434,97.163,6.81E-92,263,100,ENSSAUG00010001003,atp5mc3b,ATP synthase F(0) complex subunit C3; mitochondrial-like [Source:NCBI gene;Acc:115580861]
Lrhomboides00000435,99.029,0,636,100,ENSSAUG00010001005,rrad,RRAD; Ras related glycolysis inhibitor and calcium channel regulator [Source:NCBI gene;Acc:115579776]
Lrhomboides00000436,96.962,0,1633,100,ENSSAUG00010001007,cdh16,cadherin 16 [Source:NCBI gene;Acc:115579970]
Lrhomboides00000437,96.124,0,523,81,ENSSAUG00010001008,ca7,carbonic anhydrase 7 [Source:NCBI gene;Acc:115579723]
Lrhomboides00000438,98.124,0,1092,97,ENSSAUG00010001019,nae1,NEDD8 activating enzyme E1 subunit 1 [Source:NCBI gene;Acc:115580905]
Lrhomboides00000439,98.92,0,952,93,ENSSAUG00010001080,dync1li2,dynein cytoplasmic 1 light intermediate chain 2 [Source:NCBI gene;Acc:115579858]
Lrhomboides00000440,99.517,2.92E-152,421,100,ENSSAUG00010001697,cmtm4,CKLF like MARVEL transmembrane domain containing 4 [Source:NCBI gene;Acc:115580505]
Lrhomboides00000441,94.479,2.21E-92,267,95,ENSSAUG00010001713,cmtm3,CKLF-like MARVEL transmembrane domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-040801-206]
Lrhomboides00000442,92.667,1.73E-82,240,100,ENSSAUG00010001707,,chemokine-like factor [Source:NCBI gene;Acc:115579954]
Lrhomboides00000443,89.354,0,992,100,ENSSAUG00010001751,galns,galactosamine (N-acetyl)-6-sulfatase [Source:NCBI gene;Acc:115580638]
Lrhomboides00000444,100,1.62E-102,290,100,ENSSAUG00010001882,trappc2l,trafficking protein particle complex 2 like [Source:NCBI gene;Acc:115580640]
Lrhomboides00000445,99.627,0,545,100,ENSSAUG00010001890,,PABPN1 like; cytoplasmic [Source:NCBI gene;Acc:115580639]
Lrhomboides00000446,96.237,0,1350,85,ENSSAUG00010001896,cbfa2t3,CBFA2/RUNX1 partner transcriptional co-repressor 3 [Source:NCBI gene;Acc:115580191]
Lrhomboides00000447,92.35,0,1040,100,ENSSAUG00010001908,ACSF3,acyl-CoA synthetase family member 3 [Source:NCBI gene;Acc:115580739]
Lrhomboides00000448,95.19,0,1489,98,ENSSAUG00010001919,cdh15,cadherin 15 [Source:NCBI gene;Acc:115580446]
Lrhomboides00000449,96.245,0,1582,89,ENSSAUG00010001951,spg7,SPG7 matrix AAA peptidase subunit; paraplegin [Source:NCBI gene;Acc:115580445]
Lrhomboides00000450,97.119,0,5758,100,ENSSAUG00010002127,ankrd11,ankyrin repeat domain 11 [Source:NCBI gene;Acc:115580386]
Lrhomboides00000451,94.517,0,694,61,ENSSAUG00010002159,slc22a31,solute carrier family 22 member 31 [Source:ZFIN;Acc:ZDB-GENE-130530-858]
Lrhomboides00000452,83.171,0,695,97,ENSSAUG00010002165,dpep1,dipeptidase 1 [Source:NCBI gene;Acc:115580388]
Lrhomboides00000453,94.576,0,590,99,ENSSAUG00010002173,sult5a1,sulfotransferase 2B1-like [Source:NCBI gene;Acc:115580523]
Lrhomboides00000454,92.652,0,578,100,ENSSAUG00010002182,hp,haptoglobin-like [Source:NCBI gene;Acc:115579789]
Lrhomboides00000456,97.115,0,808,100,ENSSAUG00010002205,dhodh,dihydroorotate dehydrogenase (quinone) [Source:NCBI gene;Acc:115580741]
