LrhomID,GOAccession,GOName,,,,,,,,,
Lrhomboides00000129,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000130,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000130,GO:0016020,membrane,,,,,,,,,
Lrhomboides00000130,GO:0030036,actin cytoskeleton organization,,,,,,,,,
Lrhomboides00000130,GO:0051015,actin filament binding,,,,,,,,,
Lrhomboides00000131,GO:0007155,cell adhesion,,,,,,,,,
Lrhomboides00000131,GO:0008305,integrin complex,,,,,,,,,
Lrhomboides00000132,GO:0004222,metalloendopeptidase activity,,,,,,,,,
Lrhomboides00000132,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00000132,GO:0008237,metallopeptidase activity,,,,,,,,,
Lrhomboides00000132,GO:0030198,extracellular matrix organization,,,,,,,,,
Lrhomboides00000133,GO:0005509,calcium ion binding,,,,,,,,,
Lrhomboides00000134,,,,,,,,,,,
Lrhomboides00000135,GO:0004888,transmembrane signaling receptor activity,,,,,,,,,
Lrhomboides00000135,GO:0005216,ion channel activity,,,,,,,,,
Lrhomboides00000135,GO:0005230,extracellular ligand-gated ion channel activity,,,,,,,,,
Lrhomboides00000135,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00000135,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00000135,GO:0022848,acetylcholine-gated cation-selective channel activity,,,,,,,,,
Lrhomboides00000135,GO:0034220,ion transmembrane transport,,,,,,,,,
Lrhomboides00000135,GO:0045211,postsynaptic membrane,,,,,,,,,
Lrhomboides00000136,GO:0001966,thigmotaxis,,,,,,,,,
Lrhomboides00000136,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00000136,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00000136,GO:0007409,axonogenesis,,,,,,,,,
Lrhomboides00000136,GO:0007528,neuromuscular junction development,,,,,,,,,
Lrhomboides00000136,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00000136,GO:0061055,myotome development,,,,,,,,,
Lrhomboides00000137,,,,,,,,,,,
Lrhomboides00000138,,,,,,,,,,,
Lrhomboides00000139,GO:0003774,cytoskeletal motor activity,,,,,,,,,
Lrhomboides00000139,GO:0005096,GTPase activator activity,,,,,,,,,
Lrhomboides00000139,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000139,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00000139,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00000139,GO:0007626,locomotory behavior,,,,,,,,,
Lrhomboides00000139,GO:0016459,myosin complex,,,,,,,,,
Lrhomboides00000139,GO:0035556,intracellular signal transduction,,,,,,,,,
Lrhomboides00000139,GO:0036269,swimming behavior,,,,,,,,,
Lrhomboides00000139,GO:0043547,positive regulation of GTPase activity,,,,,,,,,
Lrhomboides00000139,GO:0048675,axon extension,,,,,,,,,
Lrhomboides00000139,GO:0061564,axon development,,,,,,,,,
Lrhomboides00000139,GO:0098529,"neuromuscular junction development, skeletal muscle fiber",,,,,,,,,
Lrhomboides00000140,GO:0015031,protein transport,,,,,,,,,
Lrhomboides00000140,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00000141,GO:0001947,heart looping,,,,,,,,,
Lrhomboides00000141,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000141,GO:0007368,determination of left/right symmetry,,,,,,,,,
Lrhomboides00000141,GO:0007369,gastrulation,,,,,,,,,
Lrhomboides00000141,GO:0008593,regulation of Notch signaling pathway,,,,,,,,,
Lrhomboides00000141,GO:0032402,melanosome transport,,,,,,,,,
Lrhomboides00000141,GO:0035845,photoreceptor cell outer segment organization,,,,,,,,,
Lrhomboides00000141,GO:0046154,rhodopsin metabolic process,,,,,,,,,
Lrhomboides00000141,GO:0046907,intracellular transport,,,,,,,,,
Lrhomboides00000141,GO:0051877,pigment granule aggregation in cell center,,,,,,,,,
Lrhomboides00000141,GO:0060026,convergent extension,,,,,,,,,
Lrhomboides00000141,GO:0060027,convergent extension involved in gastrulation,,,,,,,,,
Lrhomboides00000141,GO:0060271,cilium assembly,,,,,,,,,
Lrhomboides00000141,GO:0061371,determination of heart left/right asymmetry,,,,,,,,,
Lrhomboides00000141,GO:0061469,regulation of type B pancreatic cell proliferation,,,,,,,,,
Lrhomboides00000141,GO:0070121,Kupffer's vesicle development,,,,,,,,,
Lrhomboides00000141,GO:0090245,axis elongation involved in somitogenesis,,,,,,,,,
Lrhomboides00000142,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000142,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00000143,GO:0006886,intracellular protein transport,,,,,,,,,
Lrhomboides00000143,GO:0030904,retromer complex,,,,,,,,,
Lrhomboides00000143,GO:0035091,phosphatidylinositol binding,,,,,,,,,
Lrhomboides00000143,GO:0042147,"retrograde transport, endosome to Golgi",,,,,,,,,
Lrhomboides00000144,GO:0004672,protein kinase activity,,,,,,,,,
Lrhomboides00000144,GO:0004674,protein serine/threonine kinase activity,,,,,,,,,
Lrhomboides00000144,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00000144,GO:0006468,protein phosphorylation,,,,,,,,,
Lrhomboides00000146,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00000146,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00000146,GO:0003730,mRNA 3'-UTR binding,,,,,,,,,
Lrhomboides00000146,GO:0006417,regulation of translation,,,,,,,,,
Lrhomboides00000146,GO:0032991,protein-containing complex,,,,,,,,,
Lrhomboides00000146,GO:0045182,translation regulator activity,,,,,,,,,
Lrhomboides00000147,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00000147,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00000147,GO:0031290,retinal ganglion cell axon guidance,,,,,,,,,
Lrhomboides00000147,GO:0042803,protein homodimerization activity,,,,,,,,,
Lrhomboides00000147,GO:0046660,female sex differentiation,,,,,,,,,
Lrhomboides00000147,GO:0048813,dendrite morphogenesis,,,,,,,,,
Lrhomboides00000147,GO:0090259,regulation of retinal ganglion cell axon guidance,,,,,,,,,
Lrhomboides00000148,GO:0004298,threonine-type endopeptidase activity,,,,,,,,,
Lrhomboides00000148,GO:0005839,proteasome core complex,,,,,,,,,
Lrhomboides00000148,GO:0006511,ubiquitin-dependent protein catabolic process,,,,,,,,,
Lrhomboides00000148,GO:0019773,"proteasome core complex, alpha-subunit complex",,,,,,,,,
Lrhomboides00000148,GO:0051603,proteolysis involved in cellular protein catabolic process,,,,,,,,,
Lrhomboides00000149,,,,,,,,,,,
Lrhomboides00000150,GO:0005739,mitochondrion,,,,,,,,,
Lrhomboides00000150,GO:0009083,branched-chain amino acid catabolic process,,,,,,,,,
Lrhomboides00000150,GO:0015658,branched-chain amino acid transmembrane transporter activity,,,,,,,,,
Lrhomboides00000152,GO:0003714,transcription corepressor activity,,,,,,,,,
Lrhomboides00000152,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00000152,GO:0016580,Sin3 complex,,,,,,,,,
Lrhomboides00000154,GO:0005125,cytokine activity,,,,,,,,,
Lrhomboides00000154,GO:0005576,extracellular region,,,,,,,,,
Lrhomboides00000154,GO:0006954,inflammatory response,,,,,,,,,
Lrhomboides00000156,GO:0003824,catalytic activity,,,,,,,,,
Lrhomboides00000156,GO:0004801,transaldolase activity,,,,,,,,,
Lrhomboides00000156,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00000156,GO:0005975,carbohydrate metabolic process,,,,,,,,,
Lrhomboides00000156,GO:0006098,pentose-phosphate shunt,,,,,,,,,
Lrhomboides00000157,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00000157,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000157,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00000157,GO:0006281,DNA repair,,,,,,,,,
Lrhomboides00000157,GO:0010564,regulation of cell cycle process,,,,,,,,,
Lrhomboides00000157,GO:0043066,negative regulation of apoptotic process,,,,,,,,,
Lrhomboides00000158,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000159,GO:0060271,cilium assembly,,,,,,,,,
Lrhomboides00000160,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00000162,,,,,,,,,,,
Lrhomboides00000165,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000165,GO:0042981,regulation of apoptotic process,,,,,,,,,
Lrhomboides00000166,,,,,,,,,,,
Lrhomboides00000166,GO:0003677,DNA binding,,,,,,,,,
Lrhomboides00000178,,,,,,,,,,,
Lrhomboides00000179,GO:0003824,catalytic activity,,,,,,,,,
Lrhomboides00000179,GO:0004334,fumarylacetoacetase activity,,,,,,,,,
Lrhomboides00000179,GO:0009072,aromatic amino acid family metabolic process,,,,,,,,,
Lrhomboides00000181,GO:0003700,DNA-binding transcription factor activity,,,,,,,,,
Lrhomboides00000181,GO:0005634,nucleus,,,,,,,,,
Lrhomboides00000181,GO:0005667,transcription regulator complex,,,,,,,,,
Lrhomboides00000181,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00000181,GO:0006355,"regulation of transcription, DNA-templated",,,,,,,,,
Lrhomboides00000181,GO:0046983,protein dimerization activity,,,,,,,,,
Lrhomboides00000182,,,,,,,,,,,
Lrhomboides00000183,GO:0006457,protein folding,,,,,,,,,
Lrhomboides00000184,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000185,GO:0008289,lipid binding,,,,,,,,,
Lrhomboides00000185,GO:0032052,bile acid binding,,,,,,,,,
Lrhomboides00000186,GO:0005887,integral component of plasma membrane,,,,,,,,,
Lrhomboides00000186,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00000191,GO:0003676,nucleic acid binding,,,,,,,,,
Lrhomboides00000191,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00000194,GO:0005525,GTP binding,,,,,,,,,
Lrhomboides00000195,GO:0000166,nucleotide binding,,,,,,,,,
Lrhomboides00000195,GO:0003746,translation elongation factor activity,,,,,,,,,
Lrhomboides00000195,GO:0003924,GTPase activity,,,,,,,,,
Lrhomboides00000195,GO:0005525,GTP binding,,,,,,,,,
Lrhomboides00000195,GO:0006414,translational elongation,,,,,,,,,
Lrhomboides00000196,GO:0004222,metalloendopeptidase activity,,,,,,,,,
Lrhomboides00000196,GO:0030198,extracellular matrix organization,,,,,,,,,
Lrhomboides00000198,,,,,,,,,,,
Lrhomboides00000200,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000200,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00000200,GO:0006897,endocytosis,,,,,,,,,
Lrhomboides00000201,,,,,,,,,,,
Lrhomboides00000202,,,,,,,,,,,
Lrhomboides00000202,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000203,GO:0019905,syntaxin binding,,,,,,,,,
Lrhomboides00000204,,,,,,,,,,,
Lrhomboides00000204,GO:0016459,myosin complex,,,,,,,,,
Lrhomboides00000205,,,,,,,,,,,
Lrhomboides00000207,GO:0003952,NAD+ synthase (glutamine-hydrolyzing) activity,,,,,,,,,
Lrhomboides00000207,GO:0004359,glutaminase activity,,,,,,,,,
Lrhomboides00000207,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00000207,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00000207,GO:0006807,nitrogen compound metabolic process,,,,,,,,,
Lrhomboides00000207,GO:0009435,NAD biosynthetic process,,,,,,,,,
Lrhomboides00000209,GO:0003952,NAD+ synthase (glutamine-hydrolyzing) activity,,,,,,,,,
Lrhomboides00000209,GO:0004359,glutaminase activity,,,,,,,,,
Lrhomboides00000209,GO:0005524,ATP binding,,,,,,,,,
Lrhomboides00000209,GO:0005737,cytoplasm,,,,,,,,,
Lrhomboides00000209,GO:0006807,nitrogen compound metabolic process,,,,,,,,,
Lrhomboides00000209,GO:0009435,NAD biosynthetic process,,,,,,,,,
Lrhomboides00000210,GO:0005216,ion channel activity,,,,,,,,,
Lrhomboides00000210,GO:0005765,lysosomal membrane,,,,,,,,,
Lrhomboides00000210,GO:0006811,ion transport,,,,,,,,,
Lrhomboides00000210,GO:0016020,membrane,,,,,,,,,
Lrhomboides00000210,GO:0022832,voltage-gated channel activity,,,,,,,,,
Lrhomboides00000210,GO:0055085,transmembrane transport,,,,,,,,,
Lrhomboides00000211,GO:0000172,ribonuclease MRP complex,,,,,,,,,
Lrhomboides00000211,GO:0001682,tRNA 5'-leader removal,,,,,,,,,
Lrhomboides00000211,GO:0003723,RNA binding,,,,,,,,,
Lrhomboides00000211,GO:0006396,RNA processing,,,,,,,,,
Lrhomboides00000211,GO:0008033,tRNA processing,,,,,,,,,
Lrhomboides00000211,GO:0030677,ribonuclease P complex,,,,,,,,,
Lrhomboides00000211,GO:0033204,ribonuclease P RNA binding,,,,,,,,,
Lrhomboides00000213,GO:0004252,serine-type endopeptidase activity,,,,,,,,,
Lrhomboides00000213,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00000213,GO:0008236,serine-type peptidase activity,,,,,,,,,
Lrhomboides00000216,GO:0046983,protein dimerization activity,,,,,,,,,
Lrhomboides00000224,,,,,,,,,,,
Lrhomboides00000225,,,,,,,,,,,
Lrhomboides00000226,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000226,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00000227,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000227,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00000228,,,,,,,,,,,
Lrhomboides00000229,,,,,,,,,,,
Lrhomboides00000229,GO:0001889,liver development,,,,,,,,,
Lrhomboides00000229,GO:0045444,fat cell differentiation,,,,,,,,,
Lrhomboides00000229,GO:0048565,digestive tract development,,,,,,,,,
Lrhomboides00000229,GO:0060612,adipose tissue development,,,,,,,,,
Lrhomboides00000231,GO:0005515,protein binding,,,,,,,,,
Lrhomboides00000231,GO:0007165,signal transduction,,,,,,,,,
Lrhomboides00000231,GO:0042981,regulation of apoptotic process,,,,,,,,,
Lrhomboides00000231,GO:0043065,positive regulation of apoptotic process,,,,,,,,,
Lrhomboides00000232,GO:0004222,metalloendopeptidase activity,,,,,,,,,
Lrhomboides00000232,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00000232,GO:0008237,metallopeptidase activity,,,,,,,,,
Lrhomboides00000232,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00000234,GO:0000813,ESCRT I complex,,,,,,,,,
Lrhomboides00000234,GO:0043130,ubiquitin binding,,,,,,,,,
Lrhomboides00000234,GO:0043162,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,,,,,,,,,
Lrhomboides00000238,GO:0048593,camera-type eye morphogenesis,,,,,,,,,
Lrhomboides00000238,GO:0061074,regulation of neural retina development,,,,,,,,,
Lrhomboides00000238,GO:0070050,neuron cellular homeostasis,,,,,,,,,
Lrhomboides00000239,,,,,,,,,,,
Lrhomboides00000240,GO:0001501,skeletal system development,,,,,,,,,
Lrhomboides00000240,GO:0001708,cell fate specification,,,,,,,,,
Lrhomboides00000240,GO:0005104,fibroblast growth factor receptor binding,,,,,,,,,
Lrhomboides00000240,GO:0005576,extracellular region,,,,,,,,,
Lrhomboides00000240,GO:0005615,extracellular space,,,,,,,,,
Lrhomboides00000240,GO:0007422,peripheral nervous system development,,,,,,,,,
Lrhomboides00000240,GO:0008083,growth factor activity,,,,,,,,,
Lrhomboides00000240,GO:0008283,cell population proliferation,,,,,,,,,
Lrhomboides00000240,GO:0008543,fibroblast growth factor receptor signaling pathway,,,,,,,,,
Lrhomboides00000240,GO:0009880,embryonic pattern specification,,,,,,,,,
Lrhomboides00000240,GO:0009952,anterior/posterior pattern specification,,,,,,,,,
Lrhomboides00000240,GO:0009953,dorsal/ventral pattern formation,,,,,,,,,
Lrhomboides00000240,GO:0014032,neural crest cell development,,,,,,,,,
Lrhomboides00000240,GO:0016055,Wnt signaling pathway,,,,,,,,,
Lrhomboides00000240,GO:0021571,rhombomere 5 development,,,,,,,,,
Lrhomboides00000240,GO:0021572,rhombomere 6 development,,,,,,,,,
Lrhomboides00000240,GO:0021703,locus ceruleus development,,,,,,,,,
Lrhomboides00000240,GO:0021854,hypothalamus development,,,,,,,,,
Lrhomboides00000240,GO:0021984,adenohypophysis development,,,,,,,,,
Lrhomboides00000240,GO:0021985,neurohypophysis development,,,,,,,,,
Lrhomboides00000240,GO:0030177,positive regulation of Wnt signaling pathway,,,,,,,,,
Lrhomboides00000240,GO:0030335,positive regulation of cell migration,,,,,,,,,
Lrhomboides00000240,GO:0030901,midbrain development,,,,,,,,,
Lrhomboides00000240,GO:0030902,hindbrain development,,,,,,,,,
Lrhomboides00000240,GO:0030916,otic vesicle formation,,,,,,,,,
Lrhomboides00000240,GO:0031012,extracellular matrix,,,,,,,,,
Lrhomboides00000240,GO:0042472,inner ear morphogenesis,,,,,,,,,
Lrhomboides00000240,GO:0043049,otic placode formation,,,,,,,,,
Lrhomboides00000240,GO:0043066,negative regulation of apoptotic process,,,,,,,,,
Lrhomboides00000240,GO:0045666,positive regulation of neuron differentiation,,,,,,,,,
Lrhomboides00000240,GO:0048665,neuron fate specification,,,,,,,,,
Lrhomboides00000240,GO:0048666,neuron development,,,,,,,,,
Lrhomboides00000240,GO:0048702,embryonic neurocranium morphogenesis,,,,,,,,,
Lrhomboides00000240,GO:0048709,oligodendrocyte differentiation,,,,,,,,,
Lrhomboides00000240,GO:0048840,otolith development,,,,,,,,,
Lrhomboides00000240,GO:0048920,posterior lateral line neuromast primordium migration,,,,,,,,,
Lrhomboides00000240,GO:0050769,positive regulation of neurogenesis,,,,,,,,,
Lrhomboides00000240,GO:0051216,cartilage development,,,,,,,,,
Lrhomboides00000240,GO:0060041,retina development in camera-type eye,,,,,,,,,
Lrhomboides00000240,GO:0060059,embryonic retina morphogenesis in camera-type eye,,,,,,,,,
Lrhomboides00000240,GO:0060118,vestibular receptor cell development,,,,,,,,,
Lrhomboides00000240,GO:0071599,otic vesicle development,,,,,,,,,
Lrhomboides00000240,GO:0071696,ectodermal placode development,,,,,,,,,
Lrhomboides00000242,GO:0005104,fibroblast growth factor receptor binding,,,,,,,,,
Lrhomboides00000242,GO:0005576,extracellular region,,,,,,,,,
Lrhomboides00000242,GO:0007368,determination of left/right symmetry,,,,,,,,,
Lrhomboides00000242,GO:0008083,growth factor activity,,,,,,,,,
Lrhomboides00000242,GO:0008543,fibroblast growth factor receptor signaling pathway,,,,,,,,,
Lrhomboides00000242,GO:0060271,cilium assembly,,,,,,,,,
Lrhomboides00000242,GO:0070121,Kupffer's vesicle development,,,,,,,,,
Lrhomboides00000243,GO:0002088,lens development in camera-type eye,,,,,,,,,
Lrhomboides00000243,GO:0005104,fibroblast growth factor receptor binding,,,,,,,,,
Lrhomboides00000243,GO:0005576,extracellular region,,,,,,,,,
Lrhomboides00000243,GO:0007420,brain development,,,,,,,,,
Lrhomboides00000243,GO:0008083,growth factor activity,,,,,,,,,
Lrhomboides00000243,GO:0008284,positive regulation of cell population proliferation,,,,,,,,,
Lrhomboides00000243,GO:0008543,fibroblast growth factor receptor signaling pathway,,,,,,,,,
Lrhomboides00000243,GO:0031290,retinal ganglion cell axon guidance,,,,,,,,,
Lrhomboides00000243,GO:0043010,camera-type eye development,,,,,,,,,
Lrhomboides00000243,GO:0048665,neuron fate specification,,,,,,,,,
Lrhomboides00000243,GO:0048709,oligodendrocyte differentiation,,,,,,,,,
Lrhomboides00000243,GO:0050769,positive regulation of neurogenesis,,,,,,,,,
Lrhomboides00000243,GO:0060041,retina development in camera-type eye,,,,,,,,,
Lrhomboides00000247,GO:0005886,plasma membrane,,,,,,,,,
Lrhomboides00000247,GO:0034605,cellular response to heat,,,,,,,,,
Lrhomboides00000247,GO:0035774,positive regulation of insulin secretion involved in cellular response to glucose stimulus,,,,,,,,,
Lrhomboides00000247,GO:0046983,protein dimerization activity,,,,,,,,,
Lrhomboides00000247,GO:1902476,chloride transmembrane transport,,,,,,,,,
Lrhomboides00000248,,,,,,,,,,,
Lrhomboides00000249,,,,,,,,,,,
Lrhomboides00000250,,,,,,,,,,,
Lrhomboides00000251,GO:0004888,transmembrane signaling receptor activity,,,,,,,,,
Lrhomboides00000251,GO:0004930,G protein-coupled receptor activity,,,,,,,,,
Lrhomboides00000251,GO:0007166,cell surface receptor signaling pathway,,,,,,,,,
Lrhomboides00000251,GO:0007186,G protein-coupled receptor signaling pathway,,,,,,,,,
Lrhomboides00000251,GO:0016021,integral component of membrane,,,,,,,,,
Lrhomboides00000255,GO:0004222,metalloendopeptidase activity,,,,,,,,,
Lrhomboides00000255,GO:0006508,proteolysis,,,,,,,,,
Lrhomboides00000255,GO:0008237,metallopeptidase activity,,,,,,,,,
Lrhomboides00000255,GO:0008270,zinc ion binding,,,,,,,,,
Lrhomboides00000255,GO:0031012,extracellular matrix,,,,,,,,,
Lrhomboides00000256,GO:0016020,membrane,,,,,,,,,
Lrhomboides00000256,GO:0016126,sterol biosynthetic process,,,,,,,,,
Lrhomboides00000256,GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",,,,,,,,,
